year,name,fips,type,Data_Value_Type,Census population,Number of PWS adjusting fluoride,Number of PWS consecutive to systems with optimal fluoride levels,Number of PWS providing fluoridated water,Number of PWS with fluoride below the recommended level,Number of PWS with naturally occurring fluoride at or above optimal levels,PWS population,PWS population receiving fluoridated water from PWS adjusting fluoride,PWS population receiving fluoridated water from PWS consecutive to systems with optimal fluoride levels,PWS population receiving fluoridated water from PWS with natural fluoride at or above the recommended level,PWS population receiving water from PWS with fluoride below the recommended level,Percentage of PWS population receiving fluoridated water,Percentage of PWS population receiving fluoridated water from PWS adjusting fluoride,Percentage of PWS population receiving fluoridated water from PWS consecutive to systems with optimal fluoride levels,Percentage of PWS population receiving fluoridated water from PWS with natural fluoride at or above the recommended level,Percentage of PWS population receiving water from PWS with less than the recommended level,Population on fluoridated drinking water systems,Total number of PWS
2020,Bradford County,12007,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,51.7,,
2020,Bradford County,12007,Non-Fluoridated,Number of PWS,,,,,5,,,,,,,,,,,,,
2020,Bradford County,12007,Natural,Population,,,,,,,,,,1719,,,,,,,,
2020,Bradford County,12007,Natural,Number of PWS,,,,,,1,,,,,,,,,,,,
2020,Bradford County,12007,Fluoridated,Number of PWS,,,,2,,,,,,,,,,,,,,
2020,Bradford County,12007,Fluoridated,Percent,,,,,,,,,,,,48.3,,,,,,
2020,Bradford County,12007,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Bradford County,12007,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Bradford County,12007,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Bradford County,12007,Census,Population,28364,,,,,,,,,,,,,,,,,
2020,Bradford County,12007,Adjusted,Population,,,,,,,,6297,,,,,,,,,,
2020,Bradford County,12007,Adjusted,Percent,,,,,,,,,,,,,37.9,,,,,
2020,Bradford County,12007,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Bradford County,12007,Fluoridated,Population,,,,,,,,,,,,,,,,,8016,
2020,Bradley County,47011,Census,Population,108741,,,,,,,,,,,,,,,,,
2020,Bradley County,47011,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Bradley County,47011,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Bradley County,47011,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Bradley County,47011,Fluoridated,Number of PWS,,,,2,,,,,,,,,,,,,,
2020,Bradley County,47011,Fluoridated,Percent,,,,,,,,,,,,81.6,,,,,,
2020,Bradley County,47011,Fluoridated,Population,,,,,,,,,,,,,,,,,79210,
2020,Bradley County,47011,Non-Fluoridated,Number of PWS,,,,,1,,,,,,,,,,,,,
2020,Bradley County,47011,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Bradley County,47011,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Bradley County,47011,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,18.4,,
2020,Bradley County,47011,Non-Fluoridated,Population,,,,,,,,,,,17879,,,,,,,
2020,Bradley County,47011,Total,Number of PWS,,,,,,,,,,,,,,,,,,3
2020,Bradley County,47011,Total,Population,,,,,,,97089,,,,,,,,,,,
2020,Bradley County,47011,Adjusted,Population,,,,,,,,79210,,,,,,,,,,
2020,Bradley County,47011,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Bradley County,47011,Adjusted,Percent,,,,,,,,,,,,,81.6,,,,,
2020,Bradley County,5011,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Bradley County,5011,Total,Population,,,,,,,11853,,,,,,,,,,,
2020,Bradley County,47011,Adjusted,Number of PWS,,2,,,,,,,,,,,,,,,,
2020,Bradley County,5011,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Bradley County,5011,Adjusted,Percent,,,,,,,,,,,,,52.7,,,,,
2020,Bradley County,5011,Adjusted,Population,,,,,,,,6243,,,,,,,,,,
2020,Bradley County,5011,Census,Population,10498,,,,,,,,,,,,,,,,,
2020,Bradley County,5011,Consecutive,Percent,,,,,,,,,,,,,,16.6,,,,
2020,Bradley County,5011,Consecutive,Population,,,,,,,,,1971,,,,,,,,,
2020,Bradley County,5011,Fluoridated,Number of PWS,,,,4,,,,,,,,,,,,,,
2020,Bradley County,5011,Consecutive,Number of PWS,,,3,,,,,,,,,,,,,,,
2020,Bradley County,5011,Fluoridated,Population,,,,,,,,,,,,,,,,,8214,
2020,Bradley County,5011,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Bradley County,5011,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Bradley County,5011,Non-Fluoridated,Number of PWS,,,,,3,,,,,,,,,,,,,
2020,Bradley County,5011,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,30.7,,
2020,Bradley County,5011,Non-Fluoridated,Population,,,,,,,,,,,3639,,,,,,,
2020,Bradley County,5011,Total,Number of PWS,,,,,,,,,,,,,,,,,,7
2020,Bradley County,5011,Fluoridated,Percent,,,,,,,,,,,,69.3,,,,,,
2020,Branch County,26023,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Branch County,26023,Total,Population,,,,,,,19123,,,,,,,,,,,
2020,Branch County,26023,Total,Number of PWS,,,,,,,,,,,,,,,,,,13
2020,Branch County,26023,Non-Fluoridated,Population,,,,,,,,,,,2118,,,,,,,
2020,Branch County,26023,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,11.1,,
2020,Branch County,26023,Non-Fluoridated,Number of PWS,,,,,9,,,,,,,,,,,,,
2020,Branch County,26023,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Branch County,26023,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Branch County,26023,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Branch County,26023,Fluoridated,Percent,,,,,,,,,,,,88.9,,,,,,
2020,Branch County,26023,Fluoridated,Number of PWS,,,,4,,,,,,,,,,,,,,
2020,Branch County,26023,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Branch County,26023,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Branch County,26023,Census,Population,44810,,,,,,,,,,,,,,,,,
2020,Branch County,26023,Adjusted,Population,,,,,,,,17005,,,,,,,,,,
2020,Branch County,26023,Adjusted,Percent,,,,,,,,,,,,,88.9,,,,,
2020,Branch County,26023,Adjusted,Number of PWS,,4,,,,,,,,,,,,,,,,
2020,Branch County,26023,Fluoridated,Population,,,,,,,,,,,,,,,,,17005,
2020,Brantley County,13025,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Brantley County,13025,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Brantley County,13025,Total,Population,,,,,,,2457,,,,,,,,,,,
2020,Brantley County,13025,Total,Number of PWS,,,,,,,,,,,,,,,,,,9
2020,Brantley County,13025,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,36.1,,
2020,Brantley County,13025,Non-Fluoridated,Population,,,,,,,,,,,886,,,,,,,
2020,Brantley County,13025,Non-Fluoridated,Number of PWS,,,,,7,,,,,,,,,,,,,
2020,Brantley County,13025,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Brantley County,13025,Fluoridated,Number of PWS,,,,2,,,,,,,,,,,,,,
2020,Brantley County,13025,Fluoridated,Percent,,,,,,,,,,,,63.9,,,,,,
2020,Brantley County,13025,Fluoridated,Population,,,,,,,,,,,,,,,,,1571,
2020,Brantley County,13025,Adjusted,Number of PWS,,2,,,,,,,,,,,,,,,,
2020,Brantley County,13025,Adjusted,Percent,,,,,,,,,,,,,63.9,,,,,
2020,Brantley County,13025,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Brantley County,13025,Census,Population,18040,,,,,,,,,,,,,,,,,
2020,Brantley County,13025,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Brantley County,13025,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Brantley County,13025,Adjusted,Population,,,,,,,,1571,,,,,,,,,,
2020,Braxton County,54007,Total,Population,,,,,,,7957,,,,,,,,,,,
2020,Braxton County,54007,Total,Number of PWS,,,,,,,,,,,,,,,,,,5
2020,Braxton County,54007,Non-Fluoridated,Population,,,,,,,,,,,0,,,,,,,
2020,Braxton County,54007,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Braxton County,54007,Non-Fluoridated,Number of PWS,,,,,0,,,,,,,,,,,,,
2020,Braxton County,54007,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Braxton County,54007,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Braxton County,54007,Fluoridated,Population,,,,,,,,,,,,,,,,,7957,
2020,Braxton County,54007,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Braxton County,54007,Fluoridated,Number of PWS,,,,5,,,,,,,,,,,,,,
2020,Braxton County,54007,Consecutive,Population,,,,,,,,,310,,,,,,,,,
2020,Braxton County,54007,Consecutive,Percent,,,,,,,,,,,,,,3.9,,,,
2020,Braxton County,54007,Consecutive,Number of PWS,,,1,,,,,,,,,,,,,,,
2020,Braxton County,54007,Census,Population,12386,,,,,,,,,,,,,,,,,
2020,Braxton County,54007,Adjusted,Population,,,,,,,,7647,,,,,,,,,,
2020,Braxton County,54007,Adjusted,Percent,,,,,,,,,,,,,96.1,,,,,
2020,Braxton County,54007,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Braxton County,54007,Adjusted,Number of PWS,,4,,,,,,,,,,,,,,,,
2020,Brazoria County,48039,Natural,Population,,,,,,,,,,87207,,,,,,,,
2020,Brazoria County,48039,Non-Fluoridated,Number of PWS,,,,,53,,,,,,,,,,,,,
2020,Brazoria County,48039,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,22.6,,
2020,Brazoria County,48039,Total,Population,,,,,,,329960,,,,,,,,,,,
2020,Brazoria County,48039,Total,Number of PWS,,,,,,,,,,,,,,,,,,176
2020,Brazoria County,48039,Natural,Percent,,,,,,,,,,,,,,,26.4,,,
2020,Brazoria County,48039,Non-Fluoridated,Population,,,,,,,,,,,74632,,,,,,,
2020,Brazoria County,48039,Natural,Number of PWS,,,,,,116,,,,,,,,,,,,
2020,Brazoria County,48039,Adjusted,Population,,,,,,,,27399,,,,,,,,,,
2020,Brazoria County,48039,Fluoridated,Percent,,,,,,,,,,,,77.4,,,,,,
2020,Brazoria County,48039,Fluoridated,Number of PWS,,,,123,,,,,,,,,,,,,,
2020,Brazoria County,48039,Consecutive,Population,,,,,,,,,19213,,,,,,,,,
2020,Brazoria County,48039,Consecutive,Percent,,,,,,,,,,,,,,5.8,,,,
2020,Brazoria County,48039,Consecutive,Number of PWS,,,1,,,,,,,,,,,,,,,
2020,Brazoria County,48039,Census,Population,373368,,,,,,,,,,,,,,,,,
2020,Brazoria County,48039,Adjusted,Percent,,,,,,,,,,,,,8.3,,,,,
2020,Brazoria County,48039,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Brazoria County,48039,Fluoridated,Population,,,,,,,,,,,,,,,,,255329,
2020,Brazos County,48041,Natural,Percent,,,,,,,,,,,,,,,5.5,,,
2020,Brazos County,48041,Natural,Population,,,,,,,,,,15574,,,,,,,,
2020,Brazos County,48041,Total,Population,,,,,,,283696,,,,,,,,,,,
2020,Brazos County,48041,Total,Number of PWS,,,,,,,,,,,,,,,,,,19
2020,Brazos County,48041,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,94.5,,
2020,Brazos County,48041,Non-Fluoridated,Population,,,,,,,,,,,268122,,,,,,,
2020,Brazos County,48041,Non-Fluoridated,Number of PWS,,,,,13,,,,,,,,,,,,,
2020,Brazos County,48041,Natural,Number of PWS,,,,,,6,,,,,,,,,,,,
2020,Brazos County,48041,Fluoridated,Number of PWS,,,,6,,,,,,,,,,,,,,
2020,Brazos County,48041,Fluoridated,Percent,,,,,,,,,,,,5.5,,,,,,
2020,Brazos County,48041,Fluoridated,Population,,,,,,,,,,,,,,,,,15574,
2020,Brazos County,48041,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Brazos County,48041,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Brazos County,48041,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Brazos County,48041,Census,Population,234480,,,,,,,,,,,,,,,,,
2020,Brazos County,48041,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Brazos County,48041,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Brazos County,48041,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Breathitt County,21025,Total,Population,,,,,,,4342,,,,,,,,,,,
2020,Breathitt County,21025,Non-Fluoridated,Population,,,,,,,,,,,90,,,,,,,
2020,Breathitt County,21025,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,2.1,,
2020,Breathitt County,21025,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Breathitt County,21025,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Breathitt County,21025,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Breathitt County,21025,Fluoridated,Population,,,,,,,,,,,,,,,,,4252,
2020,Breathitt County,21025,Total,Number of PWS,,,,,,,,,,,,,,,,,,2
2020,Breathitt County,21025,Fluoridated,Number of PWS,,,,1,,,,,,,,,,,,,,
2020,Breathitt County,21025,Fluoridated,Percent,,,,,,,,,,,,97.9,,,,,,
2020,Breathitt County,21025,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Breathitt County,21025,Adjusted,Percent,,,,,,,,,,,,,97.9,,,,,
2020,Breathitt County,21025,Adjusted,Population,,,,,,,,4252,,,,,,,,,,
2020,Breathitt County,21025,Non-Fluoridated,Number of PWS,,,,,1,,,,,,,,,,,,,
2020,Breathitt County,21025,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Breathitt County,21025,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Breathitt County,21025,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Breathitt County,21025,Census,Population,13679,,,,,,,,,,,,,,,,,
2020,Breckinridge County,21027,Total,Number of PWS,,,,,,,,,,,,,,,,,,3
2020,Breckinridge County,21027,Non-Fluoridated,Population,,,,,,,,,,,0,,,,,,,
2020,Breckinridge County,21027,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Breckinridge County,21027,Non-Fluoridated,Number of PWS,,,,,0,,,,,,,,,,,,,
2020,Breckinridge County,21027,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Breckinridge County,21027,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Breckinridge County,21027,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Breckinridge County,21027,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Breckinridge County,21027,Consecutive,Population,,,,,,,,,2880,,,,,,,,,
2020,Breckinridge County,21027,Consecutive,Percent,,,,,,,,,,,,,,15.5,,,,
2020,Breckinridge County,21027,Census,Population,20432,,,,,,,,,,,,,,,,,
2020,Breckinridge County,21027,Adjusted,Population,,,,,,,,15743,,,,,,,,,,
2020,Breckinridge County,21027,Adjusted,Percent,,,,,,,,,,,,,84.5,,,,,
2020,Breckinridge County,21027,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Breckinridge County,21027,Total,Population,,,,,,,18623,,,,,,,,,,,
2020,Breckinridge County,21027,Fluoridated,Population,,,,,,,,,,,,,,,,,18623,
2020,Breckinridge County,21027,Consecutive,Number of PWS,,,2,,,,,,,,,,,,,,,
2020,Breckinridge County,21027,Fluoridated,Number of PWS,,,,3,,,,,,,,,,,,,,
2020,Bremer County,19017,Fluoridated,Percent,,,,,,,,,,,,92.1,,,,,,
2020,Bremer County,19017,Non-Fluoridated,Population,,,,,,,,,,,3971,,,,,,,
2020,Bremer County,19017,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,7.9,,
2020,Bremer County,19017,Non-Fluoridated,Number of PWS,,,,,6,,,,,,,,,,,,,
2020,Bremer County,19017,Natural,Population,,,,,,,,,,3186,,,,,,,,
2020,Bremer County,19017,Natural,Percent,,,,,,,,,,,,,,,6.3,,,
2020,Bremer County,19017,Natural,Number of PWS,,,,,,2,,,,,,,,,,,,
2020,Bremer County,19017,Fluoridated,Population,,,,,,,,,,,,,,,,,46401,
2020,Bremer County,19017,Total,Number of PWS,,,,,,,,,,,,,,,,,,10
2020,Bremer County,19017,Total,Population,,,,,,,50373,,,,,,,,,,,
2020,Bremer County,19017,Consecutive,Population,,,,,,,,,33983,,,,,,,,,
2020,Bremer County,19017,Consecutive,Percent,,,,,,,,,,,,,,67.5,,,,
2020,Bremer County,19017,Consecutive,Number of PWS,,,1,,,,,,,,,,,,,,,
2020,Bremer County,19017,Census,Population,24974,,,,,,,,,,,,,,,,,
2020,Bremer County,19017,Adjusted,Population,,,,,,,,9233,,,,,,,,,,
2020,Bremer County,19017,Adjusted,Percent,,,,,,,,,,,,,18.3,,,,,
2020,Bremer County,19017,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Bremer County,19017,Fluoridated,Number of PWS,,,,4,,,,,,,,,,,,,,
2020,Brevard County,12009,Total,Population,,,,,,,635475,,,,,,,,,,,
2020,Brevard County,12009,Adjusted,Number of PWS,,5,,,,,,,,,,,,,,,,
2020,Brevard County,12009,Adjusted,Percent,,,,,,,,,,,,,93.6,,,,,
2020,Brevard County,12009,Total,Number of PWS,,,,,,,,,,,,,,,,,,27
2020,Brevard County,12009,Non-Fluoridated,Population,,,,,,,,,,,14145,,,,,,,
2020,Brevard County,12009,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,2.2,,
2020,Brevard County,12009,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Brevard County,12009,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Brevard County,12009,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Brevard County,12009,Fluoridated,Population,,,,,,,,,,,,,,,,,621330,
2020,Brevard County,12009,Non-Fluoridated,Number of PWS,,,,,18,,,,,,,,,,,,,
2020,Brevard County,12009,Fluoridated,Number of PWS,,,,9,,,,,,,,,,,,,,
2020,Brevard County,12009,Consecutive,Population,,,,,,,,,26365,,,,,,,,,
2020,Brevard County,12009,Consecutive,Percent,,,,,,,,,,,,,,4.1,,,,
2020,Brevard County,12009,Consecutive,Number of PWS,,,4,,,,,,,,,,,,,,,
2020,Brevard County,12009,Census,Population,608007,,,,,,,,,,,,,,,,,
2020,Brevard County,12009,Adjusted,Population,,,,,,,,594965,,,,,,,,,,
2020,Brevard County,12009,Fluoridated,Percent,,,,,,,,,,,,97.8,,,,,,
2020,Brewster County,48043,Natural,Population,,,,,,,,,,7508,,,,,,,,
2020,Brewster County,48043,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Brewster County,48043,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Brewster County,48043,Total,Population,,,,,,,8236,,,,,,,,,,,
2020,Brewster County,48043,Total,Number of PWS,,,,,,,,,,,,,,,,,,12
2020,Brewster County,48043,Non-Fluoridated,Population,,,,,,,,,,,728,,,,,,,
2020,Brewster County,48043,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,8.8,,
2020,Brewster County,48043,Non-Fluoridated,Number of PWS,,,,,4,,,,,,,,,,,,,
2020,Brewster County,48043,Natural,Percent,,,,,,,,,,,,,,,91.2,,,
2020,Brewster County,48043,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Brewster County,48043,Fluoridated,Population,,,,,,,,,,,,,,,,,7508,
2020,Brewster County,48043,Fluoridated,Percent,,,,,,,,,,,,91.2,,,,,,
2020,Brewster County,48043,Fluoridated,Number of PWS,,,,8,,,,,,,,,,,,,,
2020,Brewster County,48043,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Brewster County,48043,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Brewster County,48043,Census,Population,9566,,,,,,,,,,,,,,,,,
2020,Brewster County,48043,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Brewster County,48043,Natural,Number of PWS,,,,,,8,,,,,,,,,,,,
2020,Briscoe County,48045,Natural,Population,,,,,,,,,,571,,,,,,,,
2020,Briscoe County,48045,Total,Population,,,,,,,1620,,,,,,,,,,,
2020,Briscoe County,48045,Total,Number of PWS,,,,,,,,,,,,,,,,,,5
2020,Briscoe County,48045,Non-Fluoridated,Population,,,,,,,,,,,0,,,,,,,
2020,Briscoe County,48045,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Briscoe County,48045,Non-Fluoridated,Number of PWS,,,,,0,,,,,,,,,,,,,
2020,Briscoe County,48045,Natural,Number of PWS,,,,,,3,,,,,,,,,,,,
2020,Briscoe County,48045,Natural,Percent,,,,,,,,,,,,,,,35.2,,,
2020,Briscoe County,48045,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Briscoe County,48045,Fluoridated,Population,,,,,,,,,,,,,,,,,1620,
2020,Briscoe County,48045,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Briscoe County,48045,Census,Population,1421,,,,,,,,,,,,,,,,,
2020,Briscoe County,48045,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Briscoe County,48045,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Briscoe County,48045,Consecutive,Population,,,,,,,,,1049,,,,,,,,,
2020,Briscoe County,48045,Fluoridated,Number of PWS,,,,5,,,,,,,,,,,,,,
2020,Briscoe County,48045,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Briscoe County,48045,Consecutive,Percent,,,,,,,,,,,,,,64.8,,,,
2020,Bristol City County,51520,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Bristol City County,51520,Total,Population,,,,,,,16882,,,,,,,,,,,
2020,Bristol City County,51520,Total,Number of PWS,,,,,,,,,,,,,,,,,,1
2020,Bristol City County,51520,Non-Fluoridated,Population,,,,,,,,,,,0,,,,,,,
2020,Bristol City County,51520,Non-Fluoridated,Number of PWS,,,,,0,,,,,,,,,,,,,
2020,Bristol City County,51520,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Bristol City County,51520,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Bristol City County,51520,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Bristol City County,51520,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Bristol City County,51520,Fluoridated,Population,,,,,,,,,,,,,,,,,16882,
2020,Bristol City County,51520,Adjusted,Percent,,,,,,,,,,,,,100,,,,,
2020,Bristol City County,51520,Adjusted,Population,,,,,,,,16882,,,,,,,,,,
2020,Bristol City County,51520,Census,Population,17259,,,,,,,,,,,,,,,,,
2020,Bristol City County,51520,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Bristol City County,51520,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Bristol City County,51520,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Bristol City County,51520,Fluoridated,Number of PWS,,,,1,,,,,,,,,,,,,,
2020,Bristol City County,51520,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Bristol County,44001,Fluoridated,Percent,,,,,,,,,,,,99.6,,,,,,
2020,Bristol County,44001,Census,Population,50750,,,,,,,,,,,,,,,,,
2020,Bristol County,44001,Consecutive,Number of PWS,,,1,,,,,,,,,,,,,,,
2020,Bristol County,44001,Consecutive,Percent,,,,,,,,,,,,,,99.6,,,,
2020,Bristol County,44001,Consecutive,Population,,,,,,,,,48970,,,,,,,,,
2020,Bristol County,44001,Fluoridated,Number of PWS,,,,1,,,,,,,,,,,,,,
2020,Bristol County,44001,Fluoridated,Population,,,,,,,,,,,,,,,,,48970,
2020,Bristol County,44001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0.4,,
2020,Bristol County,44001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Bristol County,44001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Bristol County,44001,Non-Fluoridated,Number of PWS,,,,,1,,,,,,,,,,,,,
2020,Bristol County,44001,Non-Fluoridated,Population,,,,,,,,,,,216,,,,,,,
2020,Bristol County,44001,Total,Number of PWS,,,,,,,,,,,,,,,,,,2
2020,Bristol County,44001,Total,Population,,,,,,,49186,,,,,,,,,,,
2020,Bristol County,44001,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Bristol County,44001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Bristol County,44001,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Bristol County,25005,Adjusted,Population,,,,,,,,329037,,,,,,,,,,
2020,Bristol County,25005,Total,Population,,,,,,,505380,,,,,,,,,,,
2020,Bristol County,25005,Adjusted,Percent,,,,,,,,,,,,,65.1,,,,,
2020,Bristol County,25005,Adjusted,Number of PWS,,9,,,,,,,,,,,,,,,,
2020,Bristol County,25005,Census,Population,579172,,,,,,,,,,,,,,,,,
2020,Bristol County,25005,Consecutive,Number of PWS,,,5,,,,,,,,,,,,,,,
2020,Bristol County,25005,Consecutive,Population,,,,,,,,,30736,,,,,,,,,
2020,Bristol County,25005,Fluoridated,Number of PWS,,,,14,,,,,,,,,,,,,,
2020,Bristol County,25005,Fluoridated,Percent,,,,,,,,,,,,71.2,,,,,,
2020,Bristol County,25005,Consecutive,Percent,,,,,,,,,,,,,,6.1,,,,
2020,Bristol County,25005,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Bristol County,25005,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Bristol County,25005,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Bristol County,25005,Non-Fluoridated,Number of PWS,,,,,13,,,,,,,,,,,,,
2020,Bristol County,25005,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,28.8,,
2020,Bristol County,25005,Non-Fluoridated,Population,,,,,,,,,,,145607,,,,,,,
2020,Bristol County,25005,Total,Number of PWS,,,,,,,,,,,,,,,,,,27
2020,Bristol County,25005,Fluoridated,Population,,,,,,,,,,,,,,,,,359773,
2020,Bristol County,44001,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Brooke County,54009,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Brooke County,54009,Total,Population,,,,,,,37275,,,,,,,,,,,
2020,Brooke County,54009,Total,Number of PWS,,,,,,,,,,,,,,,,,,8
2020,Brooke County,54009,Non-Fluoridated,Population,,,,,,,,,,,2582,,,,,,,
2020,Brooke County,54009,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,6.9,,
2020,Brooke County,54009,Non-Fluoridated,Number of PWS,,,,,2,,,,,,,,,,,,,
2020,Brooke County,54009,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Brooke County,54009,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Brooke County,54009,Fluoridated,Percent,,,,,,,,,,,,93.1,,,,,,
2020,Brooke County,54009,Fluoridated,Population,,,,,,,,,,,,,,,,,34693,
2020,Brooke County,54009,Adjusted,Percent,,,,,,,,,,,,,83.6,,,,,
2020,Brooke County,54009,Adjusted,Population,,,,,,,,31174,,,,,,,,,,
2020,Brooke County,54009,Census,Population,22469,,,,,,,,,,,,,,,,,
2020,Brooke County,54009,Adjusted,Number of PWS,,4,,,,,,,,,,,,,,,,
2020,Brooke County,54009,Consecutive,Percent,,,,,,,,,,,,,,9.4,,,,
2020,Brooke County,54009,Consecutive,Population,,,,,,,,,3519,,,,,,,,,
2020,Brooke County,54009,Fluoridated,Number of PWS,,,,6,,,,,,,,,,,,,,
